source,target,iteration
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
3,1,7616
1,3,7616
3,4,7616
4,3,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,3,7616
3,4,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
3,1,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,3,7616
3,1,7616
1,3,7616
3,4,7616
4,3,7616
3,1,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
4,3,7616
3,4,7616
3,1,7616
1,3,7616
3,4,7616
4,3,7616
3,4,7616
4,3,7616
3,4,7616
4,3,7616
3,4,7616
3,4,7616
3,4,7616
1,3,7616
3,4,7616
4,3,7616
3,1,7616
1,2,7616
2,4,7616
4,2,7616
2,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
1,3,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
3,1,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
2,4,7616
4,3,7616
3,1,7616
1,3,7616
3,4,7616
4,3,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,3,7616
3,4,7616
4,2,7616
2,4,7616
4,3,7616
3,4,7616
4,3,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,3,7616
3,4,7616
4,3,7616
4,2,7616
2,1,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
3,1,7616
1,3,7616
3,4,7616
3,4,7616
4,3,7616
3,4,7616
4,2,7616
3,4,7616
4,2,7616
2,1,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
2,4,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
4,3,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
2,4,7616
4,2,7616
2,4,7616
3,4,7616
1,3,7616
3,4,7616
4,2,7616
2,1,7616
3,4,7616
4,3,7616
4,3,7616
3,4,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
3,4,7616
4,2,7616
1,3,7616
3,4,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
4,2,7616
3,1,7616
1,3,7616
3,4,7616
1,3,7616
3,4,7616
4,2,7616
1,3,7616
3,1,7616
1,3,7616
3,4,7616
4,2,7616
2,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
2,4,7616
4,3,7616
3,1,7616
1,3,7616
1,3,7616
3,4,7616
4,3,7616
3,4,7616
4,2,7616
2,1,7616
1,3,7616
3,4,7616
4,2,7616
3,4,7616
4,2,7616
3,4,7616
3,4,1096
4,3,1096
3,4,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
3,1,1096
1,4,1096
4,2,1096
4,2,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
3,4,1096
4,2,1096
4,2,1096
2,4,1096
4,2,1096
4,3,1096
3,1,1096
1,4,1096
1,4,1096
1,4,1096
4,3,1096
3,1,1096
4,3,1096
4,3,1096
3,1,1096
1,4,1096
3,1,1096
1,3,1096
3,1,1096
1,4,1096
4,2,1096
2,4,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
2,1,1096
1,4,1096
4,3,1096
3,1,1096
1,4,1096
3,1,1096
1,4,1096
3,1,1096
1,4,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
2,4,1096
4,3,1096
4,3,1096
4,2,1096
2,4,1096
4,2,1096
2,1,1096
3,1,1096
1,4,1096
4,2,1096
2,1,1096
1,4,1096
4,3,1096
1,4,1096
4,3,1096
3,1,1096
1,4,1096
4,3,1096
3,1,1096
1,2,1096
2,4,1096
3,1,1096
1,4,1096
4,3,1096
4,2,1096
2,4,1096
3,1,1096
1,3,1096
1,4,1096
4,3,1096
4,2,1096
2,1,1096
1,4,1096
1,4,1096
4,2,1096
4,3,1096
3,1,1096
1,4,1096
4,3,1096
3,1,1096
1,4,1096
4,3,1096
3,1,1096
1,3,1096
1,4,1096
4,3,1096
3,4,1096
3,4,1096
4,2,1096
4,2,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
2,4,1096
4,2,1096
4,2,1096
2,1,1096
1,4,1096
4,2,1096
2,4,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
2,4,1096
4,2,1096
3,1,1096
1,4,1096
4,2,1096
4,3,1096
3,1,1096
1,3,1096
3,1,1096
1,3,1096
3,1,1096
1,4,1096
4,2,1096
3,1,1096
1,4,1096
3,1,1096
1,4,1096
4,2,1096
1,3,1096
3,1,1096
1,3,1096
1,4,1096
4,2,1096
2,4,1096
4,2,1096
1,4,1096
4,3,1096
3,1,1096
4,3,1096
3,1,1096
1,4,1096
4,2,1096
1,4,1096
4,3,1096
3,1,1096
1,4,1096
4,3,1096
3,2,1096
3,1,1096
1,4,1096
3,4,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,2,1549
2,1,1549
1,3,1549
3,4,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
4,3,1549
3,1,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,1,1549
1,2,1549
3,4,1549
3,1,1549
1,2,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
3,4,1549
4,3,1549
3,1,1549
1,2,1549
3,1,1549
1,2,1549
2,1,1549
1,3,1549
3,1,1549
1,3,1549
3,4,1549
1,2,1549
2,1,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
2,1,1549
3,4,1549
4,3,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
4,2,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
2,4,1549
4,2,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
4,2,1549
3,1,1549
1,3,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,2,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
1,3,1549
3,4,1549
4,3,1549
3,1,1549
1,2,1549
4,2,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
3,4,1549
4,2,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
4,3,1549
3,1,1549
1,2,1549
2,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,1,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
2,1,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
1,3,1549
3,4,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
4,2,1549
2,1,1549
1,3,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
3,1,1549
1,3,1549
3,4,1549
3,4,1549
4,3,1549
3,4,1549
4,3,1549
3,4,1549
1,3,1549
1,3,771
3,1,771
1,3,771
3,1,771
1,3,771
3,4,771
4,2,771
2,4,771
4,3,771
3,4,771
4,2,771
3,1,771
1,2,771
4,2,771
4,2,771
4,2,771
4,2,771
4,2,771
3,4,771
3,2,771
2,4,771
4,3,771
3,2,771
2,1,771
1,3,771
3,4,771
3,2,771
2,3,771
3,4,771
4,2,771
2,4,771
4,3,771
3,1,771
1,3,771
3,2,771
2,4,771
3,4,771
2,1,771
1,3,771
3,2,771
2,1,771
1,3,771
3,4,771
4,3,771
3,4,771
3,4,771
4,3,771
3,2,771
2,1,771
1,3,771
3,1,771
1,3,771
2,1,771
1,3,771
3,1,771
1,2,771
2,4,771
3,4,771
4,2,771
2,1,771
1,2,771
2,4,771
3,1,771
1,2,771
2,1,771
3,4,771
4,2,771
2,1,771
1,3,771
3,4,771
4,2,771
2,4,771
1,3,771
3,2,771
2,4,771
4,3,771
3,4,771
3,4,771
4,2,771
2,3,771
3,1,771
1,3,771
3,2,771
2,4,771
2,4,771
4,2,771
2,4,771
4,2,771
2,3,771
3,4,771
2,3,771
1,3,771
3,1,771
1,3,771
3,1,771
1,2,771
2,3,771
3,1,771
1,3,771
3,1,771
1,2,771
2,4,771
4,3,771
3,4,771
2,4,771
4,2,771
2,4,771
1,3,771
3,2,771
2,4,771
4,2,771
2,4,771
4,3,771
3,4,771
3,1,771
1,2,771
2,3,771
3,1,771
1,2,771
2,4,771
3,4,771
4,3,771
3,1,771
1,3,771
3,1,771
1,3,771
3,1,771
1,2,771
2,4,771
1,3,771
3,4,771
4,3,771
3,4,771
4,3,771
4,3,771
3,1,771
1,3,771
3,4,771
3,1,771
1,2,771
2,1,771
1,3,771
3,4,771
4,3,771
3,1,771
1,3,771
3,4,771
4,2,771
3,4,771
3,4,771
4,2,771
2,1,771
1,3,771
3,1,771
1,2,771
3,2,771
2,4,771
4,3,771
3,4,771
4,3,771
3,4,771
4,2,771
2,1,771
1,3,771
3,1,771
1,3,771
3,2,771
2,3,771
3,4,771
2,1,771
3,1,771
1,2,771
2,4,771
4,2,771
3,1,771
1,2,771
2,4,771
3,2,771
2,1,771
1,3,771
3,4,771
4,2,771
2,1,771
1,2,771
2,1,771
1,3,771
3,2,771
3,4,771
3,2,771
2,1,771
1,3,771
3,2,771
2,1,771
2,4,771
3,2,771
2,1,771
1,3,771
3,4,771
3,4,771
4,3,771
3,2,771
2,4,771
4,2,771
4,2,771
3,1,771
1,2,771
2,1,771
1,2,771
3,4,771
4,3,771
3,1,771
1,3,771
3,4,771
3,4,771
4,3,771
3,4,771
3,4,771
4,2,771
3,4,771
4,3,771
3,1,771
1,2,771
4,2,771
2,4,771
3,4,360
4,2,360
3,1,360
1,2,360
3,4,360
4,2,360
2,3,360
3,4,360
4,2,360
3,1,360
1,4,360
4,2,360
3,1,360
1,3,360
3,1,360
1,2,360
3,4,360
4,2,360
3,4,360
4,2,360
3,4,360
3,1,360
1,3,360
3,1,360
1,4,360
3,4,360
3,4,360
4,2,360
2,4,360
3,4,360
3,4,360
4,2,360
2,1,360
3,1,360
1,4,360
3,4,360
3,4,360
3,4,360
3,4,360
3,4,360
3,4,360
3,4,360
3,4,360
3,1,360
3,4,360
4,2,360
2,4,360
3,1,360
1,2,360
2,4,360
3,4,360
3,4,360
3,4,360
4,2,360
2,4,360
3,1,360
1,4,360
3,1,360
1,2,360
2,4,360
3,4,360
3,4,360
3,4,360
4,2,360
3,1,360
3,4,360
4,2,360
2,4,360
4,2,360
3,4,360
4,2,360
3,4,360
3,4,360
4,2,360
3,4,360
4,2,360
3,4,360
4,2,360
2,3,360
3,4,360
3,1,360
1,2,360
2,1,360
3,1,360
1,2,360
3,4,360
4,2,360
2,4,360
3,1,360
1,2,360
2,4,360
3,4,360
4,2,360
2,1,360
3,4,360
3,4,360
4,2,360
3,4,360
4,2,360
3,4,360
3,4,360
4,2,360
3,4,360
4,2,360
2,4,360
3,1,360
1,2,360
3,1,360
1,2,360
3,4,360
2,3,387
2,3,387
3,4,387
4,3,387
3,1,387
1,3,387
3,1,387
1,2,387
3,1,387
1,2,387
1,4,387
4,2,387
4,2,387
3,1,387
1,2,387
2,3,387
3,1,387
1,2,387
3,4,387
4,2,387
3,4,387
4,2,387
3,1,387
1,2,387
2,3,387
3,4,387
2,3,387
3,1,387
1,4,387
3,1,387
1,2,387
2,4,387
1,2,387
2,4,387
1,2,387
2,1,387
1,4,387
3,1,387
1,2,387
2,3,387
3,4,387
4,2,387
2,4,387
2,3,387
3,4,387
2,4,387
4,3,387
3,4,387
3,1,387
1,4,387
3,4,387
3,1,387
3,1,387
1,2,387
2,3,387
3,1,387
1,4,387
3,4,387
4,2,387
2,1,387
1,4,387
3,1,387
1,2,387
2,3,387
3,4,387
3,1,387
1,3,387
3,1,387
1,4,387
3,1,387
1,2,387
2,3,387
3,4,387
4,2,387
2,3,387
2,1,387
1,4,387
4,3,387
3,4,387
4,2,387
2,3,387
3,4,387
3,1,387
1,2,387
2,1,387
1,2,387
2,4,387
3,4,387
4,2,387
2,3,387
3,1,387
1,2,387
2,3,387
3,4,387
2,3,387
3,4,387
4,3,387
3,1,387
1,4,387
3,1,387
1,3,387
3,4,387
4,2,387
4,2,387
2,3,387
3,4,387
4,2,387
3,1,387
1,2,387
2,1,387
1,3,387
3,4,387
3,1,387
1,2,387
2,3,387
3,1,387
1,4,387
4,2,387
2,3,387
3,1,387
3,4,387
3,4,387
4,3,387
3,1,387
3,1,387
1,2,387
3,1,387
1,3,387
3,4,387
4,2,387
2,3,387
3,1,387
1,2,387
2,1,387
1,4,387
4,2,387
3,1,387
1,4,387
1,4,387
4,3,387
3,1,387
1,2,387
2,4,387
4,2,387
2,1,387
1,2,387
2,3,387
3,1,387
3,1,387
1,4,387
4,3,387
4,2,387
2,1,387
1,4,387
1,2,387
3,1,387
1,2,387
2,4,387
2,4,387
4,2,387
2,1,387
1,4,387
2,3,387
3,4,387
4,2,387
3,4,387
3,1,387
1,4,387
4,3,387
3,1,387
1,2,387
2,1,387
1,2,387
3,1,387
1,4,387
1,2,387
2,4,387
4,2,387
2,3,387
3,4,387
4,2,387
2,1,387
1,4,387
4,2,387
2,4,387
4,2,387
2,1,387
1,4,387
3,1,387
1,4,387
4,2,387
2,4,387
4,3,2576
4,3,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
1,3,2576
3,4,2576
4,2,2576
3,4,2576
4,2,2576
3,4,2576
4,2,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
4,2,2576
3,1,2576
1,2,2576
4,2,2576
4,2,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
3,1,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
1,4,2576
3,4,2576
4,2,2576
2,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
4,2,2576
2,1,2576
1,2,2576
2,1,2576
1,4,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
4,3,2576
3,1,2576
1,2,2576
2,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,2,2576
2,1,2576
1,4,2576
4,3,2576
3,4,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
4,2,2576
2,1,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,4,2576
3,1,2576
1,2,2576
2,1,2576
1,4,2576
3,4,2576
4,3,2576
3,4,2576
4,2,2576
4,3,2576
3,1,2576
3,4,2576
4,3,2576
4,2,2576
4,2,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
4,2,2576
3,1,2576
1,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
3,4,2576
4,3,2576
3,4,2576
4,2,2576
3,4,2576
4,3,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,2,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
4,2,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,2,2576
3,1,2576
1,4,2576
4,3,2576
4,2,2576
3,1,2576
1,4,2576
3,4,2576
4,3,2576
3,1,2576
1,3,2576
3,4,2576
4,3,2576
3,1,2576
4,3,2576
3,4,2576
4,3,2576
3,1,2576
1,4,2576
4,2,2576
3,1,2576
1,2,2576
2,1,2576
1,3,2576
3,1,2576
1,4,2576
3,1,2576
1,4,2576
4,2,2576
4,3,2576
3,1,2576
1,4,2576
4,3,2576
3,4,2576
1,3,2186
1,3,2186
3,4,2186
4,3,2186
3,4,2186
4,1,2186
1,3,2186
3,1,2186
1,3,2186
3,4,2186
4,2,2186
1,3,2186
3,4,2186
4,2,2186
3,4,2186
4,2,2186
4,2,2186
3,1,2186
1,3,2186
3,4,2186
4,2,2186
4,2,2186
1,3,2186
3,4,2186
4,2,2186
4,3,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,1,2186
4,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
3,4,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,1,2186
3,4,2186
4,3,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
3,1,2186
1,3,2186
3,4,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
3,1,2186
1,3,2186
3,4,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,3,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,2,2186
2,1,2186
1,3,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
1,2,2186
2,1,2186
1,3,2186
3,1,2186
1,3,2186
3,4,2186
3,4,2186
4,2,2186
1,3,2186
3,4,2186
4,3,2186
3,4,2186
4,2,2186
2,1,2186
1,3,2186
3,1,2186
1,3,2186
3,4,2186
4,2,2186
3,4,2186
3,4,2186
4,2,2186
3,1,2186
1,3,2186
1,3,2186
3,4,2186
4,2,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,1,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
1,3,2186
3,1,2186
4,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,2,2186
3,4,2186
4,2,2186
2,1,2186
3,4,2186
4,2,2186
2,1,2186
1,3,2186
3,4,2186
1,3,2186
3,4,2186
4,2,2186
4,2,2186
1,3,2186
3,4,2186
4,2,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
3,4,2186
4,3,2186
3,4,2186
1,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,2,2186
3,4,2186
4,3,2186
3,4,2186
4,1,2186
1,3,2186
3,4,2186
4,2,2186
1,3,2186
3,4,2186
3,4,6363
4,2,6363
4,2,6363
4,3,6363
3,4,6363
4,2,6363
3,4,6363
4,2,6363
3,2,6363
3,4,6363
4,2,6363
3,2,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,2,6363
2,1,6363
1,2,6363
2,1,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,2,6363
2,1,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,2,6363
2,4,6363
4,3,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,2,6363
2,1,6363
1,3,6363
3,2,6363
2,1,6363
1,2,6363
3,4,6363
4,3,6363
3,4,6363
4,2,6363
2,1,6363
3,2,6363
3,4,6363
4,2,6363
3,4,6363
3,2,6363
3,4,6363
4,2,6363
2,1,6363
1,2,6363
2,1,6363
1,2,6363
3,4,6363
3,4,6363
4,3,6363
3,4,6363
4,2,6363
2,1,6363
1,2,6363
2,1,6363
4,3,6363
3,4,6363
4,3,6363
3,2,6363
3,4,6363
3,4,6363
3,4,6363
4,2,6363
2,1,6363
1,2,6363
2,1,6363
3,4,6363
4,3,6363
3,4,6363
3,4,6363
4,2,6363
3,2,6363
3,4,6363
4,3,6363
3,4,6363
3,2,6363
3,4,6363
4,3,6363
3,4,6363
4,2,6363
4,3,6363
3,4,6363
4,2,6363
3,2,6363
2,4,6363
3,4,3294
4,3,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
4,3,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
3,4,3294
3,4,3294
3,4,3294
4,2,3294
2,4,3294
3,4,3294
3,4,3294
4,2,3294
2,1,3294
3,1,3294
1,4,3294
4,2,3294
2,1,3294
1,3,3294
3,4,3294
3,4,3294
3,4,3294
3,4,3294
4,2,3294
2,1,3294
1,4,3294
3,4,3294
3,4,3294
3,4,3294
3,4,3294
4,2,3294
2,4,3294
3,4,3294
4,2,3294
2,1,3294
1,3,3294
3,4,3294
1,2,3294
2,1,3294
4,2,3294
2,1,3294
1,3,3294
1,3,3294
3,4,3294
3,4,3294
4,1,3294
1,4,3294
3,4,3294
4,2,3294
2,1,3294
1,3,3294
3,4,3294
3,1,3294
1,2,3294
2,4,3294
4,3,3294
3,4,3294
3,4,3294
4,2,3294
2,4,3294
4,3,3294
3,4,3294
4,2,3294
2,4,3294
3,4,3294
3,4,3294
3,4,3294
4,2,3294
2,1,3294
1,3,3294
3,1,3294
1,2,3294
2,1,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
2,4,3294
3,1,3294
1,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
3,1,3294
3,4,3294
4,2,3294
2,4,3294
4,2,3294
2,1,3294
1,3,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
3,4,3294
4,1,3294
3,1,3294
1,4,3294
4,2,3294
2,4,3294
3,4,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
2,1,3294
1,3,3294
3,1,3294
1,4,3294
1,3,3294
3,4,3294
4,2,3294
3,4,3294
4,2,3294
2,4,3294
4,2,3294
3,4,3294
3,4,3294
3,4,3294
4,3,3294
3,4,3294
4,2,3294
3,1,3294
1,2,3294
1,4,3294
4,2,3294
2,4,3294
3,4,3294
3,4,3431
4,2,3431
3,1,3431
1,2,3431
3,1,3431
1,2,3431
3,1,3431
1,2,3431
3,4,3431
4,2,3431
3,1,3431
1,2,3431
3,4,3431
4,2,3431
3,1,3431
1,4,3431
3,4,3431
3,4,3431
3,1,3431
1,4,3431
4,2,3431
2,4,3431
3,1,3431
1,4,3431
3,1,3431
3,4,3431
4,3,3431
3,1,3431
1,4,3431
3,4,3431
3,4,3431
3,1,3431
1,4,3431
3,4,3431
3,4,3431
4,2,3431
2,1,3431
1,2,3431
2,1,3431
1,4,3431
3,4,3431
3,4,3431
4,2,3431
2,1,3431
3,4,3431
3,1,3431
1,2,3431
2,4,3431
3,4,3431
4,3,3431
3,4,3431
3,4,3431
3,4,3431
4,1,3431
1,4,3431
3,4,3431
4,1,3431
1,4,3431
3,4,3431
4,2,3431
2,4,3431
3,4,3431
3,4,3431
4,2,3431
2,4,3431
3,4,3431
4,3,3431
3,1,3431
1,4,3431
3,4,3431
4,2,3431
3,4,3431
4,1,3431
3,4,3431
4,2,3431
3,1,3431
1,4,3431
4,2,3431
3,4,3431
3,1,3431
1,2,3431
3,1,3431
1,2,3431
3,4,3431
3,1,3431
3,4,3431
4,2,3431
2,1,3431
1,2,3431
3,4,3431
3,4,3431
3,1,3431
1,4,3431
4,1,3431
3,4,3431
3,4,3431
4,3,3431
3,4,3431
4,1,3431
1,2,3431
3,1,3431
1,2,3431
3,4,3431
4,2,3431
2,1,3431
1,4,3431
3,4,3431
4,1,3431
1,2,3431
3,4,3431
3,4,3431
3,1,3431
1,2,3431
3,4,3431
4,2,3431
3,1,3431
1,4,3431
3,1,3218
1,3,3218
3,4,3218
4,2,3218
3,4,3218
4,2,3218
2,4,3218
4,2,3218
3,1,3218
1,3,3218
3,4,3218
4,2,3218
3,1,3218
1,3,3218
3,1,3218
1,2,3218
3,4,3218
4,2,3218
3,4,3218
4,2,3218
1,4,3218
4,2,3218
2,4,3218
4,2,3218
2,1,3218
1,4,3218
2,4,3218
4,3,3218
3,4,3218
1,3,3218
3,1,3218
1,4,3218
4,2,3218
2,4,3218
3,1,3218
1,3,3218
3,1,3218
1,3,3218
3,4,3218
3,4,3218
3,1,3218
1,4,3218
1,2,3218
2,1,3218
1,3,3218
3,1,3218
1,4,3218
1,3,3218
3,1,3218
1,3,3218
2,1,3218
1,3,3218
3,1,3218
1,3,3218
3,4,3218
4,3,3218
3,4,3218
1,3,3218
3,1,3218
1,3,3218
3,1,3218
1,2,3218
2,4,3218
1,3,3218
3,4,3218
3,1,3218
1,4,3218
1,4,3218
1,3,3218
3,1,3218
1,3,3218
3,4,3218
3,4,3218
3,1,3218
1,3,3218
3,1,3218
3,4,3218
3,4,3218
3,4,3218
3,1,3218
1,3,3218
3,4,3218
4,2,3218
2,4,3218
3,1,3218
1,3,3218
3,4,3218
3,1,3218
1,3,3218
3,4,3218
3,4,3218
3,4,3218
4,3,3218
3,4,3218
4,2,3218
2,1,3218
3,4,3218
4,2,3218
3,4,3218
4,2,3218
3,1,3218
1,3,3218
3,1,3218
1,2,3218
3,4,3218
3,4,3218
4,3,3218
3,4,3218
4,2,3218
1,3,3218
3,1,3218
1,4,3218
4,2,3218
3,4,3218
3,1,3218
1,3,3218
3,4,3218
1,2,3218
2,1,3218
1,2,3218
2,1,3218
1,3,3218
3,1,3218
3,1,3218
1,2,3218
2,1,3218
1,3,3218
3,4,3218
4,2,3218
2,1,3218
1,2,3218
3,1,3218
1,4,3218
3,4,3218
2,1,3218
1,2,3218
2,1,3218
1,3,3218
3,1,3218
1,3,3218
3,4,3218
4,2,3218
2,1,3218
1,3,3218
1,3,3218
3,4,3218
3,1,3218
1,3,3218
3,4,3218
4,2,3218
3,1,3218
